Country	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
DW_NEW,I15_A_AVG,HR	140.24 	119.36 	109.63 	108.28 	99.95 	96.52 	96.60 	100.00 	106.55 	108.86 	112.75 	113.05 	111.08 	120.53 	123.13 	: 	: 	: 
DW_NEW,I15_A_AVG,HU	267.71 p	221.13 	185.06 	164.73 	148.67 	130.76 	110.11 	100.00 	92.11 	88.37 	87.42 	87.50 	90.44 	95.38 	98.46 	96.31 	: 	: 
DW_NEW,I15_A_AVG,IE	148.38 	136.95 	132.55 	129.80 	124.75 	113.51 	107.63 	100.00 	86.69 	78.91 	85.30 	97.71 	117.08 	: 	: 	: 	: 	: 
DW_NEW,I15_A_AVG,IT	115.10 	108.50 	104.50 	102.30 	101.10 	100.00 	100.70 	100.00 	102.00 	104.80 	106.30 	104.00 	100.80 	: 	: 	: 	: 	: 
DW_NEW,I15_A_AVG,LT	189.50 	156.95 	136.98 	128.83 	121.02 	112.31 	102.19 	100.00 	95.04 	90.45 	92.04 	85.00 	77.17 	85.98 	118.48 	101.99 	90.16 	: 
DW_NEW,I15_A_AVG,LU	181.98 	163.54 	146.17 	127.69 	117.65 	111.38 	105.61 	100.00 	92.43 	90.07 	83.66 	80.08 	78.89 	75.46 	73.61 	69.26 	: 	: 
DW_NEW,I15_A_AVG,LV	165.81 	146.81 	144.84 	134.51 	123.67 	116.52 	107.50 	100.00 	108.31 	99.71 	95.85 	82.76 	61.96 	66.68 	108.60 	105.62 	81.46 	: 
DW_NEW,I15_A_AVG,MT	145.01 p	135.70 	128.01 	124.98 	117.37 	110.49 	104.98 	100.00 	94.24 	92.40 	94.36 	91.69 	93.59 	91.59 	95.16 	: 	: 	: 
DW_NEW,I15_A_AVG,NL	190.60 	169.33 	148.40 	138.78 	126.13 	112.20 	104.62 	100.00 	93.31 	93.26 	96.42 	104.82 	104.86 	104.06 	113.70 	114.54 	107.06 	103.68 
DW_NEW,I15_A_AVG,NO	147.94 	138.34 	129.17 	122.44 	115.19 	112.72 	107.07 	100.00 	94.53 	92.32 	88.12 	82.53 	76.02 	: 	: 	: 	: 	: 
DW_NEW,I15_A_AVG,PL	152.09 	136.02 	124.68 	117.38 	110.02 	104.31 	101.08 	100.00 	97.46 	96.95 	101.94 	102.38 	101.28 	: 	: 	: 	: 	: 
DW_NEW,I15_A_AVG,PT	162.06 	149.15 	137.19 	127.59 	117.30 	109.12 	103.33 	100.00 	98.33 	94.43 	95.68 	102.10 	105.19 	104.45 	104.95 	: 	: 	: 
DW_NEW,I15_A_AVG,RO	131.65 	118.25 	116.36 	111.92 	109.91 	105.68 	105.39 	100.00 	101.64 	102.71 	107.94 	106.11 	109.85 	117.82 	: 	: 	: 	: 
DW_NEW,I15_A_AVG,SE	147.59 	128.82 	127.56 	129.54 	123.71 	112.78 	106.20 	100.00 	97.80 	94.97 	96.00 	93.87 	88.87 	85.54 	80.50 	77.30 	72.35 	69.84 
DW_NEW,I15_A_AVG,SI	151.07 	140.51 	124.92 	120.22 	120.10 	110.95 	100.34 	100.00 	98.20 	104.22 	109.65 	121.18 	115.14 	118.16 	134.69 	121.18 	: 	: 
DW_NEW,I15_A_AVG,SK	167.12 	143.71 	136.97 	126.86 	119.75 	113.00 	106.03 	100.00 	97.11 	95.66 	96.05 	99.89 	102.91 	: 	: 	: 	: 	: 
DW_NEW,I15_A_AVG,TR	687.95 	267.33 	184.08 	144.78 	136.48 	126.83 	113.62 	100.00 	86.19 	76.62 	68.48 	62.31 	58.65 	: 	: 	: 	: 	: 
DW_NEW,I15_A_AVG,UK	: 	: 	: 	120.78 	119.81 	114.94 	109.35 	100.00 	95.17 	88.07 	85.56 	85.92 	84.65 	82.29 	91.37 	94.42 	87.61 	82.37 
DW_NEW,RCH_A_AVG,AT	13.9 	7.2 	6.5 	6.0 	3.2 	6.0 	3.8 	4.8 	4.9 	4.1 	6.3 	6.0 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,BE	5.3 	6.3 	4.4 	3.1 	3.2 	4.3 	3.5 	4.8 	-2.1 	3.7 	1.9 	3.9 	0.0 	-1.1 	2.5 	4.5 	4.9 	: 
DW_NEW,RCH_A_AVG,BG	10.8 b	7.7 	2.2 	8.5 	5.7 	6.7 	6.4 	3.5 	2.8 	-2.7 	-0.3 	-1.0 	-10.7 e	-11.8 e	25.0 e	28.9 e	14.7 e	: 
DW_NEW,RCH_A_AVG,CY	3.7 	-4.4 	-0.4 	4.6 	2.4 	2.4 	0.6 	-1.4 b	-2.5 	-4.0 	-2.4 	-2.6 	: c	: c	: c	: c	: c	: 
DW_NEW,RCH_A_AVG,CZ	18.3 	18.4 	9.1 	7.9 	11.8 	13.9 	5.9 	4.8 	1.8 	0.1 	-2.2 	-1.5 	-3.0 	3.3 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,DE	5.4 p	7.4 	6.2 	3.3 	6.4 	4.6 	6.9 	5.5 	3.7 	1.2 	2.8 	5.1 	2.4 	5.4 	2.7 	2.1 	-1.0 	: 
DW_NEW,RCH_A_AVG,DK	10.3 	4.1 	0.7 	0.7 	1.8 	0.6 	-0.6 	11.7 	11.7 	58.3 	11.1 	12.6 	-1.3 	-7.6 	-6.5 	13.8 	31.7 	: 
DW_NEW,RCH_A_AVG,EE	17.7 	12.7 	9.6 	7.3 	8.7 	5.2 	5.3 	11.1 	20.2 	9.0 	11.2 	9.4 	9.8 	-34.5 	-7.8 	35.2 	33.8 	: 
DW_NEW,RCH_A_AVG,ES	7.8 	4.5 	6.5 	7.5 	6.3 	6.1 	6.4 	4.7 	0.9 	-5.4 	-14.4 	-5.9 	-2.2 	-4.1 	4.2 	11.9 	: 	: 
DW_NEW,RCH_A_AVG,FI	4.4 	5.6 	3.6 	1.8 	2.2 	3.7 	2.4 	1.1 b	1.0 	2.1 	4.9 	4.2 	1.6 	: c	: c	: c	: c	: 
DW_NEW,RCH_A_AVG,FR	5.8 p	4.6 	3.0 	3.6 	2.5 	3.9 	1.7 	1.7 	0.1 	-0.4 	-0.6 	4.9 	2.7 	0.2 	1.5 	5.4 	8.8 	: 
DW_NEW,RCH_A_AVG,HR	17.5 	8.9 	1.2 	8.3 	3.6 	-0.1 	-3.4 	-6.1 	-2.1 	-3.5 	-0.3 	1.8 	-7.8 	-2.1 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,HU	21.1 p	19.5 	12.3 	10.8 	13.7 	18.8 	10.1 	8.6 	4.2 	1.1 	-0.1 	-3.2 	-5.2 	-3.1 	2.2 	: 	: 	: 
DW_NEW,RCH_A_AVG,IE	8.3 	3.3 	2.1 	4.0 	9.9 	5.5 	7.6 	15.4 	9.9 	-7.5 	-12.7 	-16.5 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,IT	6.1 	3.8 	2.1 	1.2 	1.1 	-0.7 	0.7 	-2.0 	-2.6 	-1.4 	2.3 	3.2 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,LT	20.7 	14.6 	6.3 	6.5 	7.8 	9.9 	2.2 	5.2 	5.1 	-1.7 	8.3 	10.2 	-10.2 	-27.4 	16.2 	13.1 	: 	: 
DW_NEW,RCH_A_AVG,LU	11.3 	11.9 	14.5 	8.5 	5.6 	5.5 	5.6 	8.2 	2.6 	7.7 	4.5 	1.5 	4.5 	2.5 	6.3 	: 	: 	: 
DW_NEW,RCH_A_AVG,LV	12.9 	1.4 	7.7 	8.8 	6.1 	8.4 	7.5 	-7.7 	8.6 	4.0 	15.8 	33.6 	-7.1 	-38.6 	2.8 	29.7 	: 	: 
DW_NEW,RCH_A_AVG,MT	6.9 p	6.0 	2.4 	6.5 	6.2 	5.2 	5.0 	6.1 	2.0 	-2.1 	2.9 	-2.0 	2.2 	-3.7 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,NL	12.6 	14.1 	6.9 	10.0 	12.4 	7.2 	4.6 	7.2 	0.1 	-3.3 	-8.0 	0.0 	0.8 	-8.5 	-0.7 	7.0 	3.3 	: 
DW_NEW,RCH_A_AVG,NO	6.9 	7.1 	5.5 	6.3 	2.2 	5.3 	7.1 	5.8 	2.4 	4.8 	6.8 	8.6 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,PL	11.8 	9.1 	6.2 	6.7 	5.5 	3.2 	1.1 	2.6 	0.5 	-4.9 	-0.4 	1.1 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,PT	8.7 	8.7 	7.5 	8.8 	7.5 	5.6 	3.3 	1.7 	4.1 	-1.3 	-6.3 	-2.9 	0.7 	-0.5 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,RO	11.3 	1.6 	4.0 	1.8 	4.0 	0.3 	5.4 	-1.6 	-1.0 	-4.8 	1.7 	-3.4 	-6.8 	: 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,SE	14.6 	1.0 	-1.5 	4.7 	9.7 	6.2 	6.2 	2.3 	3.0 	-1.1 	2.3 	5.6 	3.9 	6.3 	4.1 	6.8 	3.6 	: 
DW_NEW,RCH_A_AVG,SI	7.5 	12.5 	3.9 	0.1 	8.3 	10.6 	0.3 	1.8 	-5.8 	-4.9 	-9.5 	5.2 	-2.6 	-12.3 	11.1 	: 	: 	: 
DW_NEW,RCH_A_AVG,SK	16.3 	4.9 	8.0 	5.9 	6.0 	6.6 	6.0 	3.0 	1.5 	-0.4 	-3.8 	-2.9 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,TR	157.3 	45.2 	27.1 	6.1 	7.6 	11.6 	13.6 	16.0 	12.5 	11.9 	9.9 	6.2 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A_AVG,UK	: 	: 	: 	0.8 	4.2 	5.1 	9.4 	5.1 	8.1 	2.9 	-0.4 	1.5 	2.9 	-9.9 	-3.2 	7.8 	6.4 	: 
TOTAL,I10_A_AVG,AT	222.36 	199.56 	177.50 	164.85 	155.79 	148.78 	141.32 	130.21 	124.13 	119.92 	114.03 	106.25 	100.00 	: 	: 	: 	: 	: 
TOTAL,I10_A_AVG,BE	145.99 	138.23 	129.03 	123.79 	119.04 	115.73 	111.67 	108.80 	107.00 	107.59 	106.35 	104.02 	100.00 	96.96 	97.42 	93.31 	86.56 	78.86 
TOTAL,I10_A_AVG,BG	160.60 b	141.14 	129.87 	124.21 	117.16 	109.91 	101.15 	94.52 b	91.95 	90.65 	92.69 	94.49 	100.00 	111.32 e	139.86 e	111.92 e	86.82 e	75.69 e
TOTAL,I10_A_AVG,CY	95.41 	92.41 	95.65 	95.84 	92.40 	90.81 	88.81 	88.58 b	89.88 	91.49 	95.39 	98.40 	100.00 	106.08 	113.52 	107.46 	96.17 	85.97 
TOTAL,I10_A_AVG,CZ	226.10 	193.50 	161.60 	149.00 	136.50 	125.80 	112.50 	105.10 	101.00 	98.60 	98.60 	100.00 	100.00 	101.80 	105.90 	: 	: 	: 
TOTAL,I10_A_AVG,DE	194.30 p	184.60 	165.40 	153.50 	145.10 	136.10 	128.20 	119.30 	113.90 	110.40 	107.10 	103.50 	100.00 	99.00 	98.20 	96.90 	99.00 	99.40 
TOTAL,I10_A_AVG,DK	151.48 	152.19 	136.21 	129.61 	126.64 	121.33 	116.06 	110.30 	103.12 	99.37 	95.65 	98.30 	100.00 	97.28 	110.51 	116.53 	113.49 	91.47 
TOTAL,I10_A_AVG,EA	141.94 	132.61 	122.90 	116.84 	111.98 	106.91 	102.48 	98.51 	96.98 	96.81 	98.87 	101.07 	100.00 	99.06 	101.90 	100.70 	96.76 	90.78 
TOTAL,I10_A_AVG,EA19	142.22 	132.86 	123.14 	117.07 	112.20 	107.12 	102.67 	98.70 	97.17 	96.94 	98.96 	101.13 	100.00 	99.12 	102.41 	101.01 	96.55 	90.19 
TOTAL,I10_A_AVG,EA20	142.25 	132.83 	123.10 	117.02 	112.11 	107.03 	102.59 	98.64 	97.14 	96.93 	98.95 	101.12 	100.00 	99.17 	102.47 	101.06 	96.55 	90.13 
TOTAL,I10_A_AVG,EE	292.27 	239.09 	207.81 	196.04 	183.20 	172.95 	163.92 	156.50 	146.45 	128.79 	116.39 	108.49 	100.00 	94.63 	150.69 	166.72 	138.06 	92.35 
TOTAL,I10_A_AVG,ES	105.52 	98.25 	94.76 	92.69 	88.13 	82.57 	77.76 	74.32 	71.75 	71.52 	78.71 	92.36 	100.00 	101.80 	109.00 	110.58 	100.71 	: 
TOTAL,I10_A_AVG,EU	149.60 	138.92 	128.15 	121.60 	116.58 	111.31 	106.31 	101.56 	98.85 	97.26 	98.45 	100.31 	100.00 	98.80 	103.44 	102.87 	94.89 	87.36 
TOTAL,I10_A_AVG,EU27_2020	147.17 	136.66 	126.07 	119.45 	113.94 	108.55 	103.66 	99.37 	97.22 	96.61 	98.39 	100.59 	100.00 	99.56 	103.52 	102.14 	94.39 	86.09 
TOTAL,I10_A_AVG,EU28	: 	: 	: 	121.61 	116.59 	111.32 	106.32 	101.57 	98.86 	97.26 	98.46 	100.31 	100.00 	98.85 	103.48 	102.90 	94.87 	86.75 
TOTAL,I10_A_AVG,FI	119.03 	117.65 	112.48 	110.53 	110.07 	109.06 	107.89 	106.52 b	106.51 	106.89 	105.67 	103.18 	100.00 	94.07 	92.73 	92.00 	86.87 	81.22 
TOTAL,I10_A_AVG,FR	132.22 p	124.30 	116.92 	111.14 	107.57 	104.51 	101.31 	100.26 	101.62 	103.20 	105.15 	105.73 	100.00 	95.57 	101.78 	100.83 	94.76 	84.94 
TOTAL,I10_A_AVG,HR	145.46 	126.66 	118.03 	109.63 	100.61 	94.82 	91.33 	90.53 	93.22 	94.71 	98.61 	100.18 	100.00 	106.76 	112.38 	: 	: 	: 
TOTAL,I10_A_AVG,HU	270.72 p	222.12 	190.67 	181.69 	155.35 	135.86 	121.06 	106.77 	94.41 	90.62 	93.00 	96.57 	100.00 	102.45 	108.12 	105.61 	: 	: 
TOTAL,I10_A_AVG,IE	154.74 	137.77 	127.24 	126.85 	123.94 	112.44 	101.42 	94.38 	84.67 	72.66 	71.76 	82.92 	100.00 	115.60 	142.98 	153.65 	142.98 	124.46 
TOTAL,I10_A_AVG,IS	298.31 	246.54 	219.09 	205.90 	197.18 	182.17 	152.41 	138.85 	128.28 	118.31 	111.86 	104.64 	100.00 	103.13 	114.22 	107.53 	98.30 	84.14 
TOTAL,I10_A_AVG,IT	90.50 	87.20 	85.00 	83.40 	83.50 	84.00 	84.90 	84.70 	88.00 	92.40 	98.80 	101.40 	100.00 	: 	: 	: 	: 	: 
TOTAL,I10_A_AVG,LT	231.64 	194.58 	167.66 	156.30 	146.29 	136.33 	125.18 	118.76 	114.57 	107.65 	106.36 	106.60 	100.00 	107.98 	154.10 	141.39 	111.93 	: 
TOTAL,I10_A_AVG,LU	235.33 	214.81 	188.56 	164.69 	149.56 	139.70 	132.28 	124.78 	118.39 	113.42 	108.03 	103.68 	100.00 	94.86 	95.96 	92.86 	: 	: 
TOTAL,I10_A_AVG,LV	229.01 	201.18 	181.42 	175.33 	160.92 	146.87 	135.03 	124.46 	128.78 	121.50 	113.71 	110.42 	100.00 	112.31 	179.15 	177.19 	130.02 	: 
TOTAL,I10_A_AVG,MT	158.67 p	148.77 	141.55 	136.92 	129.01 	121.96 	115.84 	109.85 	103.82 	101.23 	101.65 	98.64 	100.00 	98.94 	103.41 	93.09 	76.94 	64.19 
TOTAL,I10_A_AVG,NL	167.23 	147.40 	128.14 	119.05 	110.96 	101.38 	94.27 	89.77 	86.66 	85.95 	91.44 	98.02 	100.00 	101.75 	106.50 	104.22 	99.40 	95.33 
TOTAL,I10_A_AVG,NO	192.32 	181.69 	166.45 	158.62 	152.48 	150.13 	142.39 	131.99 	123.72 	120.43 	115.46 	108.17 	100.00 	92.38 d	90.66 d	91.64 d	81.39 d	71.59 d
TOTAL,I10_A_AVG,PL	156.43 	139.92 	128.17 	116.01 	106.75 	100.16 	96.45 	94.69 	93.27 	92.35 	96.58 	100.07 	100.00 	: 	: 	: 	: 	: 
TOTAL,I10_A_AVG,PT	177.14 	157.27 	143.75 	132.16 	120.19 	109.00 	99.77 	93.15 	90.39 	86.71 	88.38 	95.10 	100.00 	99.24 	100.16 	: 	: 	: 
TOTAL,I10_A_AVG,RO	120.21 	112.17 	107.44 	102.63 	99.23 	93.99 	88.63 	83.65 	81.33 	83.03 	83.25 	87.69 	100.00 	108.15 	: 	: 	: 	: 
TOTAL,I10_A_AVG,SE	188.27 	181.79 	165.09 	158.44 	154.60 	156.06 	146.34 	135.20 	119.52 	109.22 	103.87 	102.58 	100.00 	92.70 	89.87 	88.88 	79.03 	70.36 
TOTAL,I10_A_AVG,SI	148.16 	129.11 	115.75 	110.65 	103.71 	95.38 	88.10 	85.32 	84.64 	90.62 	95.64 	102.71 	100.00 	99.87 	110.32 	103.11 	: 	: 
TOTAL,I10_A_AVG,SK	181.30 	159.46 	149.88 	136.79 	125.35 	116.75 	110.25 	103.33 	98.06 	96.70 	95.84 	98.50 	100.00 	104.17 	119.39 	101.26 	78.51 	: 
TOTAL,I10_A_AVG,TR	1095.72 d	422.30 d	302.01 d	242.02 d	229.56 d	214.82 d	194.92 d	172.09 d	148.19 d	130.42 d	117.08 d	106.94 d	100.00 d	: 	: 	: 	: 	: 
TOTAL,I10_A_AVG,UK	: 	: 	: 	135.42 	134.10 	129.85 	124.19 	116.08 	109.58 	101.44 	98.90 	98.53 	100.00 	94.53 	103.79 	108.58 	98.79 	91.64 
TOTAL,I15_A_AVG,AT	170.77 	153.26 	136.31 	126.60 	119.64 	114.26 	108.53 	100.00 	95.33 	92.10 	87.57 	81.60 	76.80 	: 	: 	: 	: 	: 
TOTAL,I15_A_AVG,BE	134.19 	127.06 	118.60 	113.78 	109.42 	106.37 	102.64 	100.00 	98.35 	98.90 	97.75 	95.61 	91.92 	89.12 	89.54 	85.76 	79.56 	72.49 
TOTAL,I15_A_AVG,BG	169.92 b	149.33 	137.41 	131.42 	123.96 	116.30 	107.02 	100.00 b	97.29 	95.92 	98.07 	99.98 	105.81 	117.79 e	147.97 e	118.42 e	91.86 e	80.09 e
TOTAL,I15_A_AVG,CY	107.71 	104.33 	107.98 	108.20 	104.32 	102.52 	100.27 	100.00 b	101.47 	103.29 	107.70 	111.09 	112.90 	119.76 	128.17 	121.32 	108.57 	97.06 
TOTAL,I15_A_AVG,CZ	215.30 	184.20 	153.90 	141.90 	130.00 	119.70 	107.20 	100.00 	96.20 	93.90 	93.90 	95.30 	95.20 	96.90 	100.80 	: 	: 	: 
TOTAL,I15_A_AVG,DE	162.90 p	154.70 	138.70 	128.70 	121.70 	114.10 	107.50 	100.00 	95.50 	92.60 	89.80 	86.80 	83.90 	83.00 	82.30 	81.20 	83.00 	83.30 
TOTAL,I15_A_AVG,DK	137.33 	137.98 	123.48 	117.51 	114.81 	110.00 	105.22 	100.00 	93.49 	90.09 	86.71 	89.12 	90.66 	88.19 	100.19 	105.65 	102.89 	82.93 
TOTAL,I15_A_AVG,EA	144.10 	134.63 	124.77 	118.62 	113.68 	108.54 	104.03 	100.00 	98.45 	98.28 	100.38 	102.60 	101.52 	100.57 	103.45 	102.23 	98.23 	92.15 
TOTAL,I15_A_AVG,EA19	144.10 	134.63 	124.77 	118.62 	113.68 	108.54 	104.03 	100.00 	98.45 	98.22 	100.27 	102.46 	101.32 	100.43 	103.76 	102.34 	97.82 	91.39 
TOTAL,I15_A_AVG,EA20	144.22 	134.66 	124.81 	118.64 	113.66 	108.51 	104.01 	100.00 	98.48 	98.27 	100.32 	102.52 	101.38 	100.55 	103.89 	102.46 	97.88 	91.38 
TOTAL,I15_A_AVG,EE	186.76 	152.78 	132.79 	125.27 	117.07 	110.51 	104.75 	100.00 	93.58 	82.29 	74.37 	69.32 	63.90 	60.47 	96.29 	106.54 	88.22 	59.01 
TOTAL,I15_A_AVG,ES	141.98 	132.19 	127.50 	124.71 	118.58 	111.10 	104.62 	100.00 	96.54 	96.24 	105.90 	124.27 	134.55 	136.97 	146.66 	148.79 	135.50 	: 
TOTAL,I15_A_AVG,EU	147.31 	136.79 	126.19 	119.74 	114.79 	109.60 	104.68 	100.00 	97.34 	95.77 	96.94 	98.77 	98.46 	97.29 	101.85 	101.29 	93.43 	86.02 
TOTAL,I15_A_AVG,EU27_2020	148.10 	137.52 	126.86 	120.20 	114.65 	109.24 	104.31 	100.00 	97.84 	97.22 	99.01 	101.22 	100.63 	100.18 	104.17 	102.79 	94.98 	86.63 
TOTAL,I15_A_AVG,EU28	: 	: 	: 	119.74 	114.79 	109.60 	104.68 	100.00 	97.34 	95.76 	96.94 	98.76 	98.46 	97.32 	101.89 	101.32 	93.41 	85.41 
TOTAL,I15_A_AVG,FI	111.75 	110.45 	105.60 	103.77 	103.34 	102.39 	101.29 	100.00 b	100.00 	100.35 	99.21 	96.87 	93.88 	88.31 	87.06 	86.37 	81.56 	76.25 
TOTAL,I15_A_AVG,FR	131.88 p	123.98 	116.62 	110.86 	107.29 	104.24 	101.04 	100.00 	101.36 	102.93 	104.88 	105.46 	99.74 	95.32 	101.52 	100.57 	94.51 	84.72 
TOTAL,I15_A_AVG,HR	160.69 	139.91 	130.38 	121.10 	111.14 	104.75 	100.89 	100.00 	102.98 	104.63 	108.93 	110.66 	110.47 	117.93 	124.14 	: 	: 	: 
TOTAL,I15_A_AVG,HU	253.55 p	208.04 	178.58 	170.17 	145.50 	127.24 	113.38 	100.00 	88.43 	84.87 	87.10 	90.45 	93.66 	95.95 	101.26 	98.91 	: 	: 
TOTAL,I15_A_AVG,IE	163.96 	145.98 	134.82 	134.41 	131.33 	119.14 	107.46 	100.00 	89.72 	76.99 	76.04 	87.86 	105.96 	122.49 	151.51 	162.81 	151.50 	131.89 
TOTAL,I15_A_AVG,IS	214.84 	177.57 	157.79 	148.29 	142.01 	131.20 	109.77 	100.00 	92.39 	85.21 	80.57 	75.36 	72.02 	74.28 	82.26 	77.44 	70.79 	60.60 
TOTAL,I15_A_AVG,IT	106.90 	103.00 	100.40 	98.50 	98.60 	99.20 	100.30 	100.00 	104.00 	109.10 	116.70 	119.70 	118.10 	: 	: 	: 	: 	: 
TOTAL,I15_A_AVG,LT	195.05 	163.84 	141.18 	131.61 	123.18 	114.80 	105.40 	100.00 	96.47 	90.65 	89.56 	89.77 	84.20 	90.92 	129.76 	119.06 	94.25 	: 
TOTAL,I15_A_AVG,LU	188.60 	172.15 	151.12 	131.99 	119.86 	111.96 	106.01 	100.00 	94.88 	90.89 	86.58 	83.09 	80.14 	76.02 	76.91 	74.42 	: 	: 
TOTAL,I15_A_AVG,LV	184.01 	161.65 	145.77 	140.88 	129.30 	118.01 	108.49 	100.00 	103.48 	97.62 	91.36 	88.73 	80.35 	90.24 	143.94 	142.37 	104.48 	: 
TOTAL,I15_A_AVG,MT	144.45 p	135.44 	128.86 	124.65 	117.45 	111.03 	105.45 	100.00 	94.51 	92.16 	92.54 	89.80 	91.04 	90.07 	94.14 	84.75 	70.04 	58.43 
TOTAL,I15_A_AVG,NL	186.29 	164.21 	142.75 	132.62 	123.61 	112.93 	105.02 	100.00 	96.53 	95.75 	101.86 	109.19 	111.40 	113.35 	118.64 	116.10 	110.73 	106.20 
TOTAL,I15_A_AVG,NO	145.71 	137.66 	126.11 	120.18 	115.53 	113.75 	107.88 	100.00 	93.74 	91.24 	87.48 	81.95 	75.77 	69.99 d	68.69 d	69.43 d	61.66 d	54.24 d
TOTAL,I15_A_AVG,PL	165.21 	147.77 	135.36 	122.52 	112.74 	105.78 	101.86 	100.00 	98.50 	97.54 	102.01 	105.70 	105.61 	: 	: 	: 	: 	: 
TOTAL,I15_A_AVG,PT	190.17 	168.84 	154.33 	141.88 	129.03 	117.02 	107.12 	100.00 	97.04 	93.09 	94.87 	102.09 	107.36 	106.54 	107.53 	: 	: 	: 
TOTAL,I15_A_AVG,RO	143.70 	134.09 	128.44 	122.69 	118.62 	112.36 	105.95 	100.00 	97.22 	99.26 	99.51 	104.83 	119.54 	129.28 	: 	: 	: 	: 
TOTAL,I15_A_AVG,SE	139.25 	134.46 	122.11 	117.19 	114.35 	115.43 	108.24 	100.00 	88.40 	80.79 	76.83 	75.87 	73.97 	68.57 	66.47 	65.74 	58.46 	52.04 
TOTAL,I15_A_AVG,SI	173.65 	151.32 	135.66 	129.69 	121.55 	111.79 	103.25 	100.00 	99.20 	106.21 	112.09 	120.39 	117.21 	117.06 	129.31 	120.85 	: 	: 
TOTAL,I15_A_AVG,SK	175.47 	154.33 	145.06 	132.39 	121.32 	112.99 	106.70 	100.00 	94.91 	93.59 	92.75 	95.33 	96.78 	100.82 	115.55 	98.00 	75.99 	: 
TOTAL,I15_A_AVG,TR	636.73 d	245.40 d	175.50 d	140.64 d	133.40 d	124.83 d	113.27 d	100.00 d	86.11 d	75.79 d	68.03 d	62.14 d	58.11 d	: 	: 	: 	: 	: 
TOTAL,I15_A_AVG,UK	: 	: 	: 	116.67 	115.53 	111.86 	106.99 	100.00 	94.40 	87.39 	85.20 	84.88 	86.15 	81.44 	89.41 	93.54 	85.10 	78.96 
TOTAL,RCH_A_AVG,AT	11.4 	12.4 	7.7 	5.8 	4.7 	5.3 	8.5 	4.9 	3.5 	5.2 	7.3 	6.3 	: 	: 	: 	: 	: 	: 
TOTAL,RCH_A_AVG,BE	5.6 	7.1 	4.2 	4.0 	2.9 	3.6 	2.6 	1.7 	-0.6 	1.2 	2.2 	4.0 	3.1 	-0.5 	4.4 	7.8 	9.8 	: 
TOTAL,RCH_A_AVG,BG	13.8 b	8.7 	4.6 	6.0 	6.6 	8.7 	7.0 	2.8 b	1.4 	-2.2 	-1.9 	-5.5 	-10.2 e	-20.4 e	25.0 e	28.9 e	14.7 e	: 
TOTAL,RCH_A_AVG,CH	6.4 	5.7 	2.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RCH_A_AVG,CY	3.2 	-3.4 	-0.2 	3.7 	1.8 	2.2 	0.3 	-1.5 b	-1.8 	-4.1 	-3.1 	-1.6 	-5.7 	-6.6 	5.6 	11.7 	11.9 	: 
TOTAL,RCH_A_AVG,CZ	16.9 	19.7 	8.4 	9.2 	8.6 	11.7 	7.2 	4.0 	2.5 	0.0 	-1.5 	0.0 	-1.8 	-3.8 	: 	: 	: 	: 
TOTAL,RCH_A_AVG,DE	5.3 p	11.6 	7.8 	5.8 	6.6 	6.1 	7.5 	4.7 	3.1 	3.1 	3.4 	3.5 	1.0 	0.8 	1.4 	-2.1 	-0.4 	: 
TOTAL,RCH_A_AVG,DK	-0.5 	11.7 	5.1 	2.3 	4.4 	4.5 	5.2 	7.0 	3.8 	3.9 	-2.7 	-1.7 	2.8 	-12.0 	-5.2 	2.7 	24.1 	: 
TOTAL,RCH_A_AVG,EA	7.0 	7.9 	5.2 	4.3 	4.7 	4.3 	4.0 	1.6 	0.2 	-2.1 	-2.2 	1.1 	0.9 	-2.8 	1.2 	4.1 	6.6 	: 
TOTAL,RCH_A_AVG,EA19	7.0 	7.9 	5.2 	4.3 	4.7 	4.3 	4.0 	1.6 	0.2 	-2.0 	-2.1 	1.1 	0.9 	-3.2 	1.4 	4.6 	7.0 	: 
TOTAL,RCH_A_AVG,EA20	7.1 	7.9 	5.2 	4.4 	4.8 	4.3 	4.0 	1.5 	0.2 	-2.1 	-2.1 	1.1 	0.8 	-3.2 	1.4 	4.7 	7.1 	: 
TOTAL,RCH_A_AVG,EE	22.2 	15.0 	6.0 	7.0 	5.9 	5.5 	4.7 	6.9 	13.7 	10.7 	7.3 	8.5 	5.7 	-37.2 	-9.6 	20.8 	49.5 	: 
